From Country,To Country,Year,Jury or Televoting,Points,Source
Belarus,Slovenia,2007,J,6,http://datagraver.com/
Azerbaijan,Malta,2009,J,0,http://datagraver.com/
Greece,Romania,2013,J,10,http://datagraver.com/
Lithuania,Moldova,2018,J,0,http://datagraver.com/
The Netherlands,The Netherlands,2013,J,0,http://datagraver.com/
Slovenia,Australia,2016,T,3,http://datagraver.com/
San Marino,United Kingdom,2013,J,0,http://datagraver.com/
Germany,Malta,2014,J,3,http://datagraver.com/
Estonia,Moldova,2009,J,2,http://datagraver.com/
Hungary,Hungary,2012,J,0,http://datagraver.com/
Estonia,Latvia,2008,J,7,http://datagraver.com/
Russia,Iceland,2014,J,1,http://datagraver.com/
Malta,Iceland,2014,J,0,http://datagraver.com/
Hungary,Greece,2012,J,0,http://datagraver.com/
Germany,Azerbaijan,2015,J,0,http://datagraver.com/
Albania,Belgium,2012,J,2,http://datagraver.com/
Ukraine,Malta,2012,J,6,http://datagraver.com/
United Kingdom,Hungary,2014,J,0,http://datagraver.com/
Bulgaria,San Marino,2013,J,0,http://datagraver.com/
Belarus,Australia,2016,T,7,http://datagraver.com/
Cyprus,Albania,2012,J,10,http://datagraver.com/
Albania,Azerbaijan,2009,J,0,http://datagraver.com/
Ukraine,F.Y.R. Macedonia,2011,J,7,http://datagraver.com/
Belarus,Malta,2014,J,0,http://datagraver.com/
Denmark,The Netherlands,2013,J,10,http://datagraver.com/
Georgia,Belgium,2016,J,10,http://datagraver.com/
Georgia,Switzerland,2014,J,1,http://datagraver.com/
Bulgaria,United Kingdom,2013,J,0,http://datagraver.com/
Austria,Georgia,2015,J,0,http://datagraver.com/
Israel,Finland,2014,J,0,http://datagraver.com/
Poland,Slovenia,2017,T,3,http://datagraver.com/
Germany,Greece,2014,J,0,http://datagraver.com/
United Kingdom,Switzerland,2014,J,1,http://datagraver.com/
Latvia,Iceland,2011,J,0,http://datagraver.com/
Belarus,Belarus,2013,J,0,http://datagraver.com/
Bulgaria,Hungary,2013,J,6,http://datagraver.com/
Russia,San Marino,2012,J,0,http://datagraver.com/
Hungary,Romania,2017,T,7,http://datagraver.com/
Sweden,Serbia,2010,J,7,http://datagraver.com/
Albania,Ukraine,2009,J,0,http://datagraver.com/
Switzerland,Iceland,2011,J,8,http://datagraver.com/
Moldova,Hungary,2016,J,3,http://datagraver.com/
Slovenia,Sweden,2014,J,8,http://datagraver.com/
France,Switzerland,2014,J,0,http://datagraver.com/
Georgia,Malta,2012,J,0,http://datagraver.com/
Russia,Norway,2009,J,12,http://datagraver.com/
Iceland,Greece,2010,J,8,http://datagraver.com/
Denmark,Iceland,2013,J,1,http://datagraver.com/
F.Y.R. Macedonia,F.Y.R. Macedonia,2010,J,0,http://datagraver.com/
Ukraine,Iceland,2013,J,0,http://datagraver.com/
Ireland,Bosnia & Herzegovina,1995,J,0,http://datagraver.com/
Azerbaijan,Bulgaria,2013,J,4,http://datagraver.com/
Iceland,Romania,2015,J,0,http://datagraver.com/
Ukraine,Romania,2017,J,4,http://datagraver.com/
Azerbaijan,Greece,2013,J,4,http://datagraver.com/
Armenia,Switzerland,2014,J,5,http://datagraver.com/
Greece,Malta,2013,J,5,http://datagraver.com/
Moldova,Russia,2012,J,6,http://datagraver.com/
Iceland,Greece,2015,J,0,http://datagraver.com/
Norway,San Marino,2014,J,0,http://datagraver.com/
San Marino,United Kingdom,2012,J,0,http://datagraver.com/
Austria,Romania,2017,J,0,http://datagraver.com/
Hungary,Belgium,2014,J,0,http://datagraver.com/
Iceland,Switzerland,2014,J,0,http://datagraver.com/
Finland,Finland,2013,J,0,http://datagraver.com/
F.Y.R. Macedonia,Greece,2014,J,0,http://datagraver.com/
Cyprus,Denmark,2012,J,4,http://datagraver.com/
Albania,Ukraine,2016,T,6,http://datagraver.com/
Estonia,Moldova,2010,J,0,http://datagraver.com/
Norway,Romania,2010,J,10,http://datagraver.com/
Austria,Lithuania,2012,J,0,http://datagraver.com/
Russia,Moldova,2012,J,7,http://datagraver.com/
Norway,Germany,2014,J,0,http://datagraver.com/
Switzerland,San Marino,2013,J,0,http://datagraver.com/
Azerbaijan,Italy,2011,J,1,http://datagraver.com/
F.Y.R. Macedonia,Cyprus,2012,J,0,http://datagraver.com/
F.Y.R. Macedonia,Iceland,2010,J,1,http://datagraver.com/
Latvia,Latvia,2012,J,0,http://datagraver.com/
Albania,Greece,2013,J,10,http://datagraver.com/
San Marino,Israel,2013,J,0,http://datagraver.com/
Italy,Hungary,2017,J,0,http://datagraver.com/
Finland,Norway,2013,J,10,http://datagraver.com/
Malta,Iceland,1992,J,0,http://datagraver.com/
Romania,Bulgaria,2009,J,0,http://datagraver.com/
Sweden,Ukraine,2011,J,3,http://datagraver.com/
Belgium,Montenegro,2014,J,0,http://datagraver.com/
San Marino,San Marino,2013,J,0,http://datagraver.com/
Belgium,Cyprus,2012,J,3,http://datagraver.com/
Azerbaijan,San Marino,2014,J,3,http://datagraver.com/
Germany,Slovenia,2014,J,0,http://datagraver.com/
Norway,Azerbaijan,2011,J,0,http://datagraver.com/
Iceland,Iceland,2011,J,0,http://datagraver.com/
France,Greece,2015,J,0,http://datagraver.com/
Spain,Ukraine,2012,J,2,http://datagraver.com/
France,Bulgaria,2013,J,1,http://datagraver.com/
San Marino,Armenia,2013,J,1,http://datagraver.com/
Georgia,Bulgaria,2013,J,4,http://datagraver.com/
France,Slovakia,2012,J,1,http://datagraver.com/
United Kingdom,Iceland,2014,J,4,http://datagraver.com/
Hungary,Latvia,2016,J,8,http://datagraver.com/
Israel,Israel,2013,J,0,http://datagraver.com/
Georgia,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Switzerland,Sweden,2017,T,1,http://datagraver.com/
Poland,Italy,2016,T,0,http://datagraver.com/
The Netherlands,Norway,2013,J,6,http://datagraver.com/
Spain,The Netherlands,2014,J,7,http://datagraver.com/
Belgium,Azerbaijan,2014,J,0,http://datagraver.com/
Serbia,Belgium,2013,J,0,http://datagraver.com/
Armenia,Georgia,2013,J,10,http://datagraver.com/
Georgia,Spain,2017,J,0,http://datagraver.com/
Georgia,Norway,2014,J,5,http://datagraver.com/
France,Georgia,2013,J,0,http://datagraver.com/
Hungary,Bulgaria,2013,J,1,http://datagraver.com/
Bulgaria,Georgia,2013,J,3,http://datagraver.com/
Finland,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Sweden,Slovenia,1993,J,3,http://datagraver.com/
Ukraine,Iceland,2014,J,3,http://datagraver.com/
Sweden,Russia,2013,J,10,http://datagraver.com/
Germany,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Austria,San Marino,2016,J,0,http://datagraver.com/
Sweden,Malta,2012,J,0,http://datagraver.com/
Finland,Ireland,2013,J,0,http://datagraver.com/
Hungary,Switzerland,2013,J,6,http://datagraver.com/
Iceland,Austria,2015,J,0,http://datagraver.com/
The Netherlands,Denmark,2013,J,10,http://datagraver.com/
Germany,Bulgaria,2013,J,0,http://datagraver.com/
Greece,Malta,2014,J,0,http://datagraver.com/
Croatia,Israel,2017,J,3,http://datagraver.com/
Denmark,Sweden,2014,J,12,http://datagraver.com/
Malta,Georgia,2011,J,8,http://datagraver.com/
Denmark,United Kingdom,2015,J,0,http://datagraver.com/
Hungary,Georgia,2016,T,0,http://datagraver.com/
Ukraine,Georgia,2012,J,10,http://datagraver.com/
Lithuania,Austria,2015,J,0,http://datagraver.com/
Norway,Bosnia & Herzegovina,2012,J,0,http://datagraver.com/
Poland,Norway,2008,J,8,http://datagraver.com/
Romania,Serbia,2015,J,0,http://datagraver.com/
Sweden,Iceland,2014,J,4,http://datagraver.com/
Iceland,Russia,2015,J,3,http://datagraver.com/
Sweden,Malta,2012,J,4,http://datagraver.com/
Hungary,Malta,2013,J,8,http://datagraver.com/
The Netherlands,Finland,2013,J,0,http://datagraver.com/
Belarus,Belarus,2012,J,0,http://datagraver.com/
France,Iceland,2013,J,0,http://datagraver.com/
Ukraine,Romania,2011,J,0,http://datagraver.com/
Israel,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Greece,Austria,2015,J,0,http://datagraver.com/
Hungary,Malta,2013,J,8,http://datagraver.com/
Norway,Norway,2013,J,0,http://datagraver.com/
Azerbaijan,Malta,2012,J,8,http://datagraver.com/
Iceland,Romania,2013,J,6,http://datagraver.com/
Romania,Bulgaria,2018,T,5,http://datagraver.com/
Israel,Armenia,2013,J,8,http://datagraver.com/
Cyprus,Albania,2015,J,0,http://datagraver.com/
Norway,Switzerland,2013,J,3,http://datagraver.com/
Spain,Israel,2013,J,3,http://datagraver.com/
Russia,Hungary,2013,J,0,http://datagraver.com/
Hungary,Romania,2012,J,0,http://datagraver.com/
Finland,Iceland,2013,J,5,http://datagraver.com/
Israel,Azerbaijan,2013,J,12,http://datagraver.com/
Latvia,Greece,2013,J,5,http://datagraver.com/
Finland,Sweden,2013,J,4,http://datagraver.com/
Ireland,Bulgaria,2016,J,10,http://datagraver.com/
Armenia,Estonia,2019,J,0,http://datagraver.com/
Ireland,United Kingdom,2016,J,7,http://datagraver.com/
The Netherlands,Romania,2011,J,4,http://datagraver.com/
Norway,Belarus,2013,J,0,http://datagraver.com/
Iceland,Greece,2014,J,0,http://datagraver.com/
Italy,Hungary,2014,J,0,http://datagraver.com/
Spain,Malta,2013,J,1,http://datagraver.com/
Czech Republic,Azerbaijan,2016,T,6,http://datagraver.com/
Armenia,Russia,2008,J,12,http://datagraver.com/
Armenia,Serbia,2015,J,0,http://datagraver.com/
Georgia,Malta,2012,J,4,http://datagraver.com/
Greece,Israel,2012,J,0,http://datagraver.com/
Belgium,Romania,2014,J,5,http://datagraver.com/
The Netherlands,Georgia,2013,J,0,http://datagraver.com/
Belarus,Armenia,2015,J,7,http://datagraver.com/
Cyprus,Belgium,2011,J,2,http://datagraver.com/
Denmark,Finland,2015,J,2,http://datagraver.com/
Iceland,Azerbaijan,2013,J,8,http://datagraver.com/
Iceland,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Bulgaria,Portugal,2009,J,0,http://datagraver.com/
Georgia,Ireland,2016,J,0,http://datagraver.com/
Hungary,France,2012,J,0,http://datagraver.com/
Iceland,Israel,2013,J,1,http://datagraver.com/
Armenia,Austria,2016,T,4,http://datagraver.com/
Belgium,Albania,2014,J,2,http://datagraver.com/
Austria,Latvia,2011,J,4,http://datagraver.com/
Georgia,Finland,2011,J,0,http://datagraver.com/
Norway,Lithuania,2015,J,10,http://datagraver.com/
Cyprus,Montenegro,2015,J,2,http://datagraver.com/
Georgia,Spain,2015,J,0,http://datagraver.com/
France,San Marino,2014,J,0,http://datagraver.com/
Latvia,Finland,2012,J,6,http://datagraver.com/
San Marino,Sweden,2012,J,3,http://datagraver.com/
Romania,F.Y.R. Macedonia,2013,J,0,http://datagraver.com/
Israel,Austria,2014,J,12,http://datagraver.com/
Spain,Italy,2012,J,1,http://datagraver.com/
Moldova,Ukraine,2013,J,12,http://datagraver.com/
Ireland,Georgia,2013,J,0,http://datagraver.com/
Iceland,Montenegro,2014,J,0,http://datagraver.com/
Norway,Lithuania,2010,J,5,http://datagraver.com/
Belgium,Israel,2016,J,2,http://datagraver.com/
San Marino,Spain,2016,J,0,http://datagraver.com/
Latvia,Albania,2009,J,0,http://datagraver.com/
Belarus,Moldova,2013,J,4,http://datagraver.com/
Greece,Spain,2013,J,0,http://datagraver.com/
Estonia,Iceland,2011,J,0,http://datagraver.com/
Montenegro,Belgium,2013,J,0,http://datagraver.com/
Bulgaria,Latvia,2013,J,0,http://datagraver.com/
Israel,Belarus,2014,J,1,http://datagraver.com/
Georgia,Iceland,2011,J,0,http://datagraver.com/
F.Y.R. Macedonia,Lithuania,2012,J,0,http://datagraver.com/
Germany,Azerbaijan,2013,J,0,http://datagraver.com/
Germany,Hungary,2013,J,12,http://datagraver.com/
Moldova,Croatia,2009,J,3,http://datagraver.com/
Bulgaria,Georgia,2010,J,10,http://datagraver.com/
Portugal,Malta,2009,J,6,http://datagraver.com/
Moldova,Malta,2016,J,6,http://datagraver.com/
Austria,Estonia,2013,J,0,http://datagraver.com/
Estonia,Moldova,2012,J,0,http://datagraver.com/
Latvia,Austria,2016,J,0,http://datagraver.com/
Albania,Belarus,2016,T,0,http://datagraver.com/
Israel,Finland,2013,J,1,http://datagraver.com/
Hungary,Italy,2017,J,0,http://datagraver.com/
Latvia,Malta,2014,J,0,http://datagraver.com/
F.Y.R. Macedonia,Finland,2014,J,0,http://datagraver.com/
Armenia,Armenia,2014,J,0,http://datagraver.com/
Switzerland,Finland,2012,J,1,http://datagraver.com/
Ukraine,Albania,2016,J,0,http://datagraver.com/
Croatia,Turkey,2012,J,0,http://datagraver.com/
Norway,Romania,2012,J,0,http://datagraver.com/
Norway,Malta,2016,J,0,http://datagraver.com/
Malta,Azerbaijan,2014,J,0,http://datagraver.com/
Switzerland,Israel,2013,J,0,http://datagraver.com/
Latvia,Iceland,2013,J,10,http://datagraver.com/
Denmark,Switzerland,2012,J,0,http://datagraver.com/
Iceland,Hungary,2015,J,0,http://datagraver.com/
Russia,Belarus,2013,J,0,http://datagraver.com/
France,Iceland,2014,J,7,http://datagraver.com/
Malta,Montenegro,2014,J,0,http://datagraver.com/
The Netherlands,Poland,2018,J,5,http://datagraver.com/
Croatia,Italy,2013,J,8,http://datagraver.com/
Norway,San Marino,2013,J,0,http://datagraver.com/
Ireland,Russia,2012,J,6,http://datagraver.com/
Greece,United Kingdom,2013,J,0,http://datagraver.com/
The Netherlands,Armenia,2013,J,0,http://datagraver.com/
Azerbaijan,Albania,2012,J,12,http://datagraver.com/
Germany,Belarus,2017,J,0,http://datagraver.com/
Malta,Armenia,2013,J,8,http://datagraver.com/
Switzerland,Switzerland,2013,J,0,http://datagraver.com/
Malta,Iceland,2013,J,0,http://datagraver.com/
Serbia,Ireland,2017,J,0,http://datagraver.com/
Malta,Ukraine,2012,J,6,http://datagraver.com/
Albania,Latvia,2016,J,0,http://datagraver.com/
Georgia,San Marino,2011,J,1,http://datagraver.com/
Slovenia,Ireland,2016,T,0,http://datagraver.com/
F.Y.R. Macedonia,Switzerland,2013,J,0,http://datagraver.com/
Georgia,Finland,2013,J,0,http://datagraver.com/
Finland,Norway,2013,J,12,http://datagraver.com/
Sweden,United Kingdom,2015,J,0,http://datagraver.com/
Montenegro,Serbia,2015,J,12,http://datagraver.com/
The Netherlands,Serbia,2013,J,1,http://datagraver.com/
Serbia,Hungary,2011,J,10,http://datagraver.com/
Iceland,Albania,2010,J,10,http://datagraver.com/
Czech Republic,Bosnia & Herzegovina,2016,T,7,http://datagraver.com/
Latvia,Armenia,2015,J,0,http://datagraver.com/
Denmark,Norway,2013,J,12,http://datagraver.com/
The Netherlands,Belgium,2013,J,10,http://datagraver.com/
Finland,Azerbaijan,2015,J,0,http://datagraver.com/
Latvia,France,2011,J,1,http://datagraver.com/
Latvia,Norway,2016,J,0,http://datagraver.com/
Austria,The Netherlands,2015,J,0,http://datagraver.com/
Austria,Bulgaria,2016,J,0,http://datagraver.com/
Malta,Latvia,2013,J,0,http://datagraver.com/
Norway,Norway,2013,J,0,http://datagraver.com/
San Marino,Denmark,2013,J,0,http://datagraver.com/
Latvia,Denmark,2014,J,0,http://datagraver.com/
Romania,Latvia,2011,J,0,http://datagraver.com/
Lithuania,Belarus,2013,J,1,http://datagraver.com/
Switzerland,Ireland,2015,J,0,http://datagraver.com/
Lithuania,Italy,2014,J,0,http://datagraver.com/
Denmark,Austria,2012,J,0,http://datagraver.com/
Belgium,Latvia,2016,J,0,http://datagraver.com/
Albania,Finland,2013,J,0,http://datagraver.com/
Hungary,Germany,2014,J,0,http://datagraver.com/
Switzerland,Iceland,2013,J,10,http://datagraver.com/
Finland,Romania,2014,J,0,http://datagraver.com/
Spain,Latvia,2013,J,0,http://datagraver.com/
Russia,Norway,2014,J,0,http://datagraver.com/
Albania,Lithuania,2009,J,0,http://datagraver.com/
San Marino,France,2015,J,1,http://datagraver.com/
Switzerland,Belgium,2012,J,0,http://datagraver.com/
San Marino,Latvia,2013,J,0,http://datagraver.com/
Austria,Greece,2014,J,0,http://datagraver.com/
Slovenia,Russia,2018,T,0,http://datagraver.com/
The Netherlands,Latvia,2014,J,0,http://datagraver.com/
Lithuania,Australia,2016,T,5,http://datagraver.com/
Romania,Armenia,2013,J,5,http://datagraver.com/
Estonia,France,2014,J,0,http://datagraver.com/
Albania,Poland,2016,J,0,http://datagraver.com/
Armenia,Denmark,2014,J,1,http://datagraver.com/
Malta,Greece,2013,J,4,http://datagraver.com/
Latvia,Montenegro,2014,J,0,http://datagraver.com/
United Kingdom,Armenia,2014,J,0,http://datagraver.com/
The Netherlands,Turkey,2012,J,7,http://datagraver.com/
Cyprus,Malta,2012,J,0,http://datagraver.com/
F.Y.R. Macedonia,Norway,2014,J,0,http://datagraver.com/
Moldova,Greece,2012,J,10,http://datagraver.com/
Slovenia,Estonia,2015,J,0,http://datagraver.com/
Azerbaijan,Finland,2013,J,0,http://datagraver.com/
Russia,Lithuania,2015,J,0,http://datagraver.com/
Montenegro,Germany,2013,J,0,http://datagraver.com/
Belgium,Hungary,2012,J,6,http://datagraver.com/
Hungary,Germany,2015,J,0,http://datagraver.com/
Israel,Moldova,2011,J,4,http://datagraver.com/
Malta,F.Y.R. Macedonia,2013,J,5,http://datagraver.com/
Georgia,Romania,2018,T,8,http://datagraver.com/
Sweden,Romania,2011,J,7,http://datagraver.com/
Poland,Turkey,2010,J,0,http://datagraver.com/
Belgium,Greece,2014,J,0,http://datagraver.com/
France,Poland,2015,J,4,http://datagraver.com/
San Marino,Iceland,2014,J,8,http://datagraver.com/
Estonia,Greece,2016,T,0,http://datagraver.com/
United Kingdom,Azerbaijan,2017,J,0,http://datagraver.com/
Azerbaijan,San Marino,2013,J,1,http://datagraver.com/
Israel,Iceland,2015,J,0,http://datagraver.com/
Spain,Denmark,2014,J,3,http://datagraver.com/
Estonia,Iceland,2014,J,0,http://datagraver.com/
Austria,Austria,2014,J,0,http://datagraver.com/
Ireland,France,2014,J,0,http://datagraver.com/
The Netherlands,Romania,2015,J,2,http://datagraver.com/
Hungary,Ukraine,2016,J,0,http://datagraver.com/
Albania,Slovenia,2017,T,0,http://datagraver.com/
France,Greece,2013,J,0,http://datagraver.com/
Sweden,Montenegro,2015,J,2,http://datagraver.com/
Austria,Albania,2015,J,3,http://datagraver.com/
Latvia,Greece,2013,J,1,http://datagraver.com/
F.Y.R. Macedonia,Iceland,2014,J,0,http://datagraver.com/
Georgia,Switzerland,2011,J,0,http://datagraver.com/
Serbia,Greece,2013,J,0,http://datagraver.com/
Hungary,Armenia,2013,J,0,http://datagraver.com/
Ireland,Italy,2014,J,0,http://datagraver.com/
Serbia,Poland,2017,J,0,http://datagraver.com/
Albania,Norway,2013,J,2,http://datagraver.com/
Austria,Macedonia,2015,J,0,http://datagraver.com/
Belgium,Hungary,2013,J,0,http://datagraver.com/
Czech Republic,Lithuania,2015,J,1,http://datagraver.com/
Estonia,Italy,2016,T,0,http://datagraver.com/
F.Y.R. Macedonia,Belgium,2017,T,4,http://datagraver.com/
Germany,Australia,2016,J,6,http://datagraver.com/
Slovakia,Cyprus,2012,J,0,http://datagraver.com/
Switzerland,Hungary,2011,J,0,http://datagraver.com/
Albania,Azerbaijan,2014,J,7,http://datagraver.com/
United Kingdom,Albania,2015,J,0,http://datagraver.com/
Austria,Belarus,2014,J,10,http://datagraver.com/
Belgium,Malta,2014,J,0,http://datagraver.com/
Estonia,Cyprus,2015,J,0,http://datagraver.com/
Slovenia,Romania,2018,T,0,http://datagraver.com/
United Kingdom,Ireland,2013,J,1,http://datagraver.com/
Spain,Romania,2013,J,1,http://datagraver.com/
Azerbaijan,Belarus,2017,J,12,http://datagraver.com/
Austria,Cyprus,2013,J,1,http://datagraver.com/
Romania,Finland,2013,J,0,http://datagraver.com/
Malta,Belgium,2013,J,0,http://datagraver.com/
Belgium,Russia,2016,J,0,http://datagraver.com/
Sweden,Ukraine,2007,J,3,http://datagraver.com/
F.Y.R. Macedonia,Poland,2016,J,0,http://datagraver.com/
Azerbaijan,Greece,2015,J,0,http://datagraver.com/
F.Y.R. Macedonia,Romania,2014,J,4,http://datagraver.com/
Norway,Armenia,2007,J,0,http://datagraver.com/
Spain,Montenegro,2014,J,0,http://datagraver.com/
Moldova,Belgium,2014,J,7,http://datagraver.com/
Armenia,Ukraine,2013,J,12,http://datagraver.com/
Denmark,San Marino,2014,J,0,http://datagraver.com/
Estonia,Latvia,2015,J,6,http://datagraver.com/
Albania,Cyprus,2012,J,6,http://datagraver.com/
France,Croatia,2007,J,0,http://datagraver.com/
Germany,Ukraine,2016,J,6,http://datagraver.com/
Azerbaijan,Ukraine,2016,T,10,http://datagraver.com/
Finland,Slovenia,2017,J,1,http://datagraver.com/
Belarus,Sweden,2016,J,8,http://datagraver.com/
Slovenia,Sweden,2015,J,12,http://datagraver.com/
Moldova,Azerbaijan,2016,J,0,http://datagraver.com/
Croatia,Cyprus,2016,T,2,http://datagraver.com/
Latvia,Turkey,2012,J,0,http://datagraver.com/
Romania,Spain,2013,J,0,http://datagraver.com/
France,Denmark,2013,J,12,http://datagraver.com/
Norway,Azerbaijan,2013,J,0,http://datagraver.com/
Austria,The Netherlands,2014,J,10,http://datagraver.com/
Iceland,Czech Republic,2015,J,0,http://datagraver.com/
Belarus,San Marino,2014,J,0,http://datagraver.com/
Hungary,Hungary,2013,J,0,http://datagraver.com/
Switzerland,Malta,2013,J,7,http://datagraver.com/
France,Georgia,2015,J,0,http://datagraver.com/
Italy,F.Y.R. Macedonia,2011,J,0,http://datagraver.com/
Azerbaijan,Russia,2014,J,12,http://datagraver.com/
United Kingdom,Hungary,2013,J,0,http://datagraver.com/
Slovenia,Georgia,2014,J,0,http://datagraver.com/
Cyprus,Slovenia,2013,J,0,http://datagraver.com/
Belgium,Sweden,2014,J,8,http://datagraver.com/
France,Malta,2013,J,2,http://datagraver.com/
Romania,Italy,2013,J,1,http://datagraver.com/
Italy,Armenia,2014,J,0,http://datagraver.com/
Spain,Malta,2014,J,0,http://datagraver.com/
Slovenia,Malta,2012,J,4,http://datagraver.com/
Hungary,Latvia,2013,J,0,http://datagraver.com/
Montenegro,Italy,2016,J,0,http://datagraver.com/
Sweden,Malta,2015,J,0,http://datagraver.com/
United Kingdom,Lithuania,2013,J,0,http://datagraver.com/
F.Y.R. Macedonia,Lithuania,2015,J,0,http://datagraver.com/
Latvia,Georgia,2013,J,0,http://datagraver.com/
Israel,Montenegro,2014,J,0,http://datagraver.com/
Azerbaijan,Serbia,2010,J,0,http://datagraver.com/
Estonia,Ukraine,2016,T,8,http://datagraver.com/
Malta,Greece,2014,J,8,http://datagraver.com/
Cyprus,Lithuania,2015,J,0,http://datagraver.com/
Ukraine,Estonia,2017,T,8,http://datagraver.com/
Norway,Estonia,2015,J,3,http://datagraver.com/
Belgium,Iceland,2014,J,0,http://datagraver.com/
Lithuania,Hungary,2014,J,0,http://datagraver.com/
Finland,Romania,2012,J,0,http://datagraver.com/
France,Finland,2013,J,3,http://datagraver.com/
Switzerland,Italy,2011,J,4,http://datagraver.com/
Ukraine,United Kingdom,2016,J,0,http://datagraver.com/
Latvia,Armenia,2008,J,0,http://datagraver.com/
F.Y.R. Macedonia,Ukraine,2014,J,0,http://datagraver.com/
Bulgaria,Finland,2013,J,0,http://datagraver.com/
Hungary,Iceland,2013,J,10,http://datagraver.com/
Malta,Denmark,2013,J,6,http://datagraver.com/
Switzerland,Malta,2014,J,0,http://datagraver.com/
Iceland,Norway,2010,J,0,http://datagraver.com/
Moldova,Hungary,2015,J,0,http://datagraver.com/
France,Belgium,2015,J,12,http://datagraver.com/
Denmark,Armenia,2014,J,2,http://datagraver.com/
The Netherlands,Ukraine,2014,J,0,http://datagraver.com/
Romania,Armenia,2009,J,8,http://datagraver.com/
Georgia,Belarus,2007,J,4,http://datagraver.com/
Belarus,France,2014,J,0,http://datagraver.com/
F.Y.R. Macedonia,Turkey,2012,J,8,http://datagraver.com/
Slovenia,Greece,2017,J,0,http://datagraver.com/
Montenegro,San Marino,2015,J,5,http://datagraver.com/
Iceland,Poland,2011,J,0,http://datagraver.com/
France,Latvia,2014,J,0,http://datagraver.com/
San Marino,Iceland,2011,J,0,http://datagraver.com/
Greece,Malta,2013,J,3,http://datagraver.com/
F.Y.R. Macedonia,Iceland,2012,J,0,http://datagraver.com/
Belarus,Slovenia,2013,J,0,http://datagraver.com/
Switzerland,Norway,2011,J,2,http://datagraver.com/
Romania,Albania,2012,J,1,http://datagraver.com/
Romania,Albania,2018,T,0,http://datagraver.com/
Albania,The Netherlands,2014,J,0,http://datagraver.com/
Spain,Austria,2012,J,0,http://datagraver.com/
Austria,Sweden,2017,J,4,http://datagraver.com/
Romania,The Netherlands,2015,J,3,http://datagraver.com/
Montenegro,Lithuania,2013,J,0,http://datagraver.com/
Poland,Poland,2014,J,0,http://datagraver.com/
Spain,Poland,2014,J,0,http://datagraver.com/
Russia,Estonia,2015,J,7,http://datagraver.com/
Germany,Italy,2013,J,0,http://datagraver.com/
Montenegro,Romania,2014,J,0,http://datagraver.com/
Armenia,Georgia,2008,J,10,http://datagraver.com/
Sweden,Poland,2015,J,0,http://datagraver.com/
Montenegro,Greece,2015,J,0,http://datagraver.com/
Malta,Norway,2013,J,3,http://datagraver.com/
San Marino,Iceland,2011,J,0,http://datagraver.com/
Azerbaijan,Romania,2012,J,6,http://datagraver.com/
Moldova,Iceland,2011,J,0,http://datagraver.com/
Denmark,Spain,2016,J,1,http://datagraver.com/
San Marino,Russia,2014,J,0,http://datagraver.com/
Estonia,F.Y.R. Macedonia,2017,J,0,http://datagraver.com/
San Marino,Azerbaijan,2015,J,0,http://datagraver.com/
Georgia,United Kingdom,2014,J,3,http://datagraver.com/
Switzerland,Ireland,2012,J,0,http://datagraver.com/
Belarus,Slovenia,2016,J,0,http://datagraver.com/
Denmark,Denmark,2013,J,0,http://datagraver.com/
Australia,Albania,2016,J,0,http://datagraver.com/
Turkey,Finland,2011,J,1,http://datagraver.com/
Hungary,Slovenia,2014,J,0,http://datagraver.com/
Greece,Spain,2015,J,0,http://datagraver.com/
Greece,Romania,2017,J,6,http://datagraver.com/
Germany,Ukraine,2014,J,0,http://datagraver.com/
Israel,Switzerland,2012,J,1,http://datagraver.com/
Lithuania,Slovenia,2015,J,7,http://datagraver.com/
Russia,Armenia,2016,T,12,http://datagraver.com/
Armenia,The Netherlands,2014,J,10,http://datagraver.com/
Denmark,Spain,2015,J,0,http://datagraver.com/
United Kingdom,Sweden,2013,J,0,http://datagraver.com/
Austria,Sweden,2016,J,8,http://datagraver.com/
France,Ukraine,2014,J,0,http://datagraver.com/
Estonia,Germany,2016,J,0,http://datagraver.com/
France,Georgia,2012,J,0,http://datagraver.com/
F.Y.R. Macedonia,Hungary,2014,J,10,http://datagraver.com/
Estonia,Germany,2015,J,0,http://datagraver.com/
Belarus,Lithuania,2018,J,0,http://datagraver.com/
Finland,Belgium,2017,T,10,http://datagraver.com/
F.Y.R. Macedonia,Germany,2013,J,0,http://datagraver.com/
Spain,The Netherlands,2013,J,0,http://datagraver.com/
Austria,Lithuania,2014,J,0,http://datagraver.com/
Czech Republic,Serbia,2015,J,3,http://datagraver.com/
F.Y.R. Macedonia,United Kingdom,2014,J,0,http://datagraver.com/
Finland,Ukraine,2014,J,2,http://datagraver.com/
Ireland,Bulgaria,2017,T,10,http://datagraver.com/
Finland,Belarus,2014,J,0,http://datagraver.com/
Sweden,Armenia,2009,J,5,http://datagraver.com/
Finland,Ireland,2014,J,0,http://datagraver.com/
Norway,Switzerland,2011,J,6,http://datagraver.com/
F.Y.R. Macedonia,Poland,2014,J,5,http://datagraver.com/
